Field	Time	LHEE:X	LHEE:Y	LHEE:Z	RHEE:X	RHEE:Y	RHEE:Z	LFEO:X	LFEO:Y	LFEO:Z	LFEP:X	LFEP:Y	LFEP:Z	LFEL:X	LFEL:Y	LFEL:Z	LFEA:X	LFEA:Y	LFEA:Z	LTIO:X	LTIO:Y	LTIO:Z	LTIP:X	LTIP:Y	LTIP:Z	LTIL:X	LTIL:Y	LTIL:Z	LTIA:X	LTIA:Y	LTIA:Z	LTOO:X	LTOO:Y	LTOO:Z	LTOP:X	LTOP:Y	LTOP:Z	LTOL:X	LTOL:Y	LTOL:Z	LTOA:X	LTOA:Y	LTOA:Z	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	PELL:X	PELL:Y	PELL:Z	PELA:X	PELA:Y	PELA:Z	RFEO:X	RFEO:Y	RFEO:Z	RFEP:X	RFEP:Y	RFEP:Z	RFEL:X	RFEL:Y	RFEL:Z	RFEA:X	RFEA:Y	RFEA:Z	RTIO:X	RTIO:Y	RTIO:Z	RTIP:X	RTIP:Y	RTIP:Z	RTIL:X	RTIL:Y	RTIL:Z	RTIA:X	RTIA:Y	RTIA:Z	RTOO:X	RTOO:Y	RTOO:Z	RTOP:X	RTOP:Y	RTOP:Z	RTOL:X	RTOL:Y	RTOL:Z	RTOA:X	RTOA:Y	RTOA:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z	TRXL:X	TRXL:Y	TRXL:Z	TRXA:X	TRXA:Y	TRXA:Z
31	0.3000	0	0	0	254.707642	-3194.264160	48.448444	117.959183	-3613.386963	486.747528	115.351219	-3487.782227	830.299561	-246.367569	-3645.010010	495.543396	85.239517	-3271.283447	361.424011	142.588531	-3790.459229	90.331757	119.205139	-3622.344971	466.692505	-243.503479	-3931.421387	129.309311	-1.781921	-3440.710938	-74.864899	104.255836	-3650.719971	51.622627	113.598389	-3696.541016	61.176388	57.450062	-3659.919922	53.269611	103.995468	-3641.028809	98.357460	181.377594	-3482.672852	827.374329	183.969742	-3439.295898	952.626648	49.231277	-3491.606201	833.202942	171.030716	-3357.712646	784.312622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.082367	-3360.615479	1318.015015	167.360184	-3363.078857	1120.617432	353.454498	-3364.493652	1329.339722	160.094971	-3162.934082	1315.777344
32	0.3100	0	0	0	252.256882	-3186.945557	46.200214	118.050117	-3603.366455	485.882202	117.422981	-3473.540283	828.698242	-246.226959	-3641.917236	499.815155	77.063629	-3262.724365	356.804260	142.124405	-3788.768799	93.270348	119.268089	-3612.746338	466.019501	-243.476486	-3929.878418	136.261841	-3.607376	-3443.005371	-78.944832	104.343239	-3649.989502	50.750465	113.511459	-3695.569092	61.547764	57.503445	-3658.986816	52.542068	104.018784	-3639.049316	97.208366	183.453690	-3468.086426	826.625549	184.297302	-3425.720459	952.247681	51.291565	-3477.708984	830.758301	173.015213	-3342.830566	784.453186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.766983	-3346.929443	1316.470093	168.142715	-3349.677002	1119.072021	354.146118	-3350.655518	1327.896606	160.645309	-3149.239014	1313.941895
33	0.3200	0	0	0	249.922699	-3181.243896	43.878315	117.991928	-3592.746338	485.032959	119.570290	-3459.043457	827.251221	-246.135605	-3637.817627	504.321442	68.992249	-3253.505371	352.719269	141.526672	-3786.731934	96.672592	119.182884	-3602.562744	465.380371	-243.588531	-3927.581787	143.688950	-5.272476	-3445.255859	-82.790527	104.330643	-3649.253662	49.650604	113.318619	-3694.496582	61.915703	57.457096	-3658.052246	51.544075	103.864479	-3636.852051	95.738701	185.590424	-3453.225586	825.988342	184.749680	-3411.813232	951.928101	53.442871	-3463.577881	828.510254	174.968521	-3327.709229	784.644348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.562683	-3333.003418	1315.155884	169.001877	-3336.014404	1117.770630	354.935120	-3336.591553	1326.649048	161.319489	-3135.319580	1312.358032
34	0.3300	0	0	0	247.779099	-3176.872559	41.654224	117.767532	-3581.399902	484.171600	121.758102	-3444.334961	825.972290	-246.134262	-3632.357666	508.854706	61.287136	-3243.395508	349.288452	140.783463	-3784.184814	100.561180	118.932709	-3591.666504	464.749115	-243.757828	-3924.505371	151.666000	-6.946411	-3447.405273	-86.331917	104.228806	-3648.465088	48.227371	113.024925	-3693.240967	62.223305	57.321831	-3657.073730	50.166359	103.523445	-3634.353027	93.817810	187.754181	-3438.141113	825.454163	185.339142	-3397.592529	951.654175	55.647934	-3449.245850	826.494080	176.865540	-3312.407471	784.847046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.461472	-3318.852783	1314.087891	169.930801	-3322.099121	1116.729248	355.813232	-3322.312012	1325.613770	162.103668	-3121.191406	1311.048218
35	0.3400	0	0	0	245.890182	-3173.539795	39.684437	117.367775	-3569.185059	483.262146	123.953789	-3429.459229	824.873047	-246.270691	-3625.191162	513.180420	54.213966	-3232.132080	346.618164	139.894608	-3780.954346	104.955795	118.509483	-3579.916748	464.091064	-243.974869	-3920.410400	160.162872	-8.558975	-3449.310791	-89.532333	104.062897	-3647.600098	46.408871	112.648170	-3691.733398	62.430130	57.123562	-3656.036133	48.323536	103.001587	-3631.499756	91.328659	189.915375	-3422.889648	825.021973	186.066788	-3383.094727	951.426147	57.870605	-3434.745361	824.734070	178.698044	-3296.983887	785.042419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.452591	-3304.497803	1313.278687	170.920685	-3307.944336	1115.960205	356.769592	-3307.830566	1324.804932	162.980240	-3106.874512	1310.031860
36	0.3500	0	0	0	244.303009	-3170.970459	38.092106	116.793053	-3555.954102	482.264648	126.127022	-3414.459717	823.964417	-246.599396	-3615.976563	517.045898	48.052177	-3219.437988	344.794434	138.872131	-3776.854492	109.870514	117.913475	-3567.164063	463.367676	-244.290131	-3914.895996	169.037674	-9.845505	-3450.750244	-92.388184	103.871811	-3646.648193	44.173019	112.220078	-3689.909424	62.528191	56.903301	-3654.943604	45.983700	102.322845	-3628.269043	88.195099	192.047775	-3407.531738	824.698120	186.923355	-3368.372559	951.255615	60.077133	-3420.107422	823.245667	180.472061	-3281.496338	785.231812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.522797	-3289.962402	1312.735107	171.960648	-3293.569580	1115.471436	357.790100	-3293.162598	1324.231689	163.927002	-3092.393311	1309.319702
37	0.3600	0	0	0	243.042267	-3168.926025	36.953690	116.054001	-3541.564697	481.139618	128.248901	-3399.383545	823.256470	-247.173935	-3604.396973	520.199707	43.082268	-3205.046143	343.886139	137.740616	-3771.696777	115.311035	117.156471	-3553.264404	462.541138	-244.797714	-3907.469238	178.044220	-10.400818	-3451.449463	-94.929184	103.706261	-3645.598877	41.582943	111.783195	-3687.701172	62.566185	56.714832	-3653.801758	43.212109	101.537125	-3624.664551	84.422012	194.127106	-3392.128662	824.494751	187.891754	-3353.490234	951.162354	62.235275	-3405.356934	822.037354	182.204620	-3265.999512	785.433655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.656525	-3275.273682	1312.459595	173.037079	-3279.000732	1115.265137	358.859253	-3278.325439	1323.898315	164.918457	-3077.774658	1308.915039
38	0.3700	0	0	0	242.108002	-3167.218994	36.292931	115.171890	-3525.888184	479.854370	130.292999	-3384.275635	822.758118	-248.042191	-3590.154297	522.411743	39.590096	-3188.721436	343.943970	136.536682	-3765.293945	121.272850	116.260605	-3538.088867	461.579926	-245.613617	-3897.599121	186.836914	-9.723999	-3451.104004	-97.209755	103.622162	-3644.411865	38.816669	111.385963	-3685.019287	62.668224	56.617363	-3652.581543	40.208004	100.723305	-3620.696289	80.136139	196.130951	-3376.746826	824.427063	188.947861	-3338.523926	951.170410	64.314087	-3390.523193	821.111084	183.916718	-3250.549805	785.676697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.836166	-3260.462646	1312.449951	174.135605	-3264.270020	1115.338989	359.959656	-3263.339600	1323.805664	165.926895	-3063.049072	1308.813843
39	0.3800	0	0	0	241.476685	-3165.718262	36.082947	114.177536	-3508.824219	478.388000	132.232666	-3369.182373	822.475891	-249.237350	-3572.988770	523.497314	37.849533	-3170.290039	345.005157	135.307571	-3757.470215	127.739204	115.257706	-3521.534424	460.463684	-246.843155	-3884.791992	194.995056	-7.283340	-3449.416992	-99.294624	103.671165	-3642.964111	36.183918	111.075432	-3681.717773	63.044167	56.663219	-3651.155029	37.324261	99.987541	-3616.333252	75.622040	198.037140	-3361.451172	824.510742	190.064026	-3323.552490	951.304260	66.283783	-3375.634033	820.465027	185.629379	-3235.201416	785.994324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.042404	-3245.561279	1312.698730	175.240112	-3249.412842	1115.685181	361.072510	-3248.226318	1323.949463	166.922195	-3048.247803	1309.005005
40	0.3900	0	0	0	241.105743	-3164.347168	36.255630	113.108788	-3490.309570	476.736633	134.045029	-3354.148438	822.415039	-250.768951	-3552.696045	523.348877	38.099159	-3149.663330	347.100616	134.106873	-3748.070068	134.678833	114.185883	-3503.533691	459.187927	-248.542450	-3868.655029	202.056366	-2.581085	-3446.139160	-101.234512	103.887894	-3640.991455	34.101124	110.886261	-3677.556885	63.969402	56.882904	-3649.224609	35.035637	99.451736	-3611.439697	71.318573	199.824951	-3346.299805	824.760193	191.212997	-3308.650391	951.585938	68.117584	-3360.716309	820.096436	187.358215	-3220.002197	786.420959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.254990	-3230.603516	1313.194824	176.333710	-3234.469482	1116.291626	362.178772	-3233.008301	1324.321899	167.873566	-3033.403564	1309.470337
41	0.4000	0	0	0	240.940140	-3163.073486	36.716003	112.007095	-3470.322998	474.916412	135.708160	-3339.210938	822.578125	-252.613815	-3529.141602	521.955627	40.518715	-3126.854248	350.259247	132.989197	-3736.963379	142.042175	113.087982	-3484.060791	457.766510	-250.675232	-3848.966309	207.575287	4.758240	-3441.103027	-103.031586	104.278763	-3638.050537	33.015255	110.833664	-3672.180908	65.730385	57.271832	-3646.284180	33.843903	99.227783	-3605.717041	67.759521	201.476074	-3331.343994	825.184998	192.368332	-3293.884521	952.032288	69.792618	-3345.799805	819.998962	189.110199	-3204.994385	786.984680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.453369	-3215.622070	1313.924438	177.399033	-3219.480225	1117.143433	363.258850	-3217.707764	1324.912354	168.750519	-3018.547852	1310.188354
42	0.4100	149.862045	-3770.211914	159.726929	240.919998	-3161.895996	37.358368	110.913712	-3448.892578	472.965851	137.207932	-3324.402588	822.964966	-254.709488	-3502.278076	519.422363	45.211021	-3101.990967	354.513611	132.003723	-3724.050293	149.756546	112.005341	-3463.135986	456.234680	-253.087006	-3825.720947	211.183960	14.912598	-3434.236816	-104.611160	104.818275	-3633.540039	33.292812	110.908142	-3665.135010	68.546112	57.790966	-3641.653564	34.145031	99.389732	-3598.696777	65.458038	202.976700	-3316.616211	825.790527	193.509567	-3279.302979	952.654846	71.293121	-3330.908936	820.167542	190.882309	-3190.204590	787.707886	275.556732	-3188.375732	475.125061	268.745331	-3308.830566	828.616089	-77.901215	-3300.424316	430.132874	155.004761	-2853.043945	587.069092	248.317352	-3118.988770	69.825485	274.102570	-3184.671631	453.488159	-137.677094	-3172.887695	86.539963	198.121918	-2738.256836	138.380157	272.216980	-2967.773438	71.726532	267.635986	-3016.144531	68.095001	223.711945	-2963.171387	71.614761	271.763000	-2971.378174	120.313873	167.617203	-3200.650879	1314.869019	178.419403	-3204.487305	1118.219482	364.294983	-3202.348877	1325.705933	169.523392	-3003.712158	1311.131592
43	0.4200	0	0	0	240.987686	-3160.830322	38.081303	109.865608	-3426.088379	470.945221	138.537567	-3309.741211	823.570984	-256.950012	-3472.160156	515.972107	52.177277	-3075.311523	359.898682	131.188843	-3709.260254	157.719620	110.975250	-3440.823486	454.646423	-255.503632	-3799.159912	212.668961	27.782898	-3425.548828	-105.809280	105.454315	-3626.789307	35.117985	111.082756	-3655.930908	72.497467	58.378666	-3634.601074	36.116241	99.946022	-3589.804443	64.781357	204.319016	-3302.133789	826.576355	194.621841	-3264.937500	953.457458	72.613022	-3316.068848	820.595581	192.660568	-3175.647949	788.604858	274.752869	-3172.160645	477.592834	270.100403	-3294.526367	829.581848	-87.183899	-3254.485107	444.189575	186.031708	-2829.902588	595.403015	247.740067	-3115.399170	69.927162	273.312012	-3169.133057	455.849731	-140.254837	-3154.470703	90.196289	211.914001	-2730.608887	125.877312	272.294098	-2964.284180	68.455162	267.467621	-3012.698486	65.867836	223.810883	-2959.470215	68.818176	272.399170	-2966.894775	117.108032	168.727097	-3185.721924	1316.010010	179.378769	-3189.532471	1119.499756	365.269104	-3186.955566	1326.687378	170.165359	-2988.927002	1312.271973
44	0.4300	144.562653	-3718.703613	190.200104	241.093246	-3159.895508	38.799202	108.892738	-3402.023438	468.933746	139.697556	-3295.235352	824.391174	-259.195435	-3438.967041	511.931946	61.303505	-3047.151611	366.445770	130.569626	-3692.548340	165.792755	110.027054	-3417.225342	453.071472	-257.571594	-3769.760498	212.036591	42.944244	-3415.078857	-106.395203	106.119804	-3617.178711	38.448734	111.319153	-3644.127930	77.498016	58.969318	-3624.489990	39.680984	100.833984	-3578.469238	65.867271	205.502686	-3287.892334	827.537354	195.696350	-3250.795898	954.439514	73.754684	-3301.298340	821.275452	194.422577	-3161.319824	789.681091	274.884918	-3159.411621	479.082092	271.307678	-3280.548584	830.683777	-89.284546	-3229.519775	451.222687	199.529114	-2814.852051	597.026306	247.398026	-3113.302002	70.030022	273.419067	-3156.953125	457.269012	-140.835373	-3149.747070	92.009659	213.719360	-2726.904785	115.849350	272.029175	-2962.239746	66.252480	267.166077	-3010.683838	64.392334	223.550385	-2957.391602	66.733902	272.322754	-2964.138672	114.937569	169.765411	-3170.862793	1317.324829	180.262466	-3174.650879	1120.958252	366.166565	-3171.548096	1327.836914	170.652084	-2974.217041	1313.578735
45	0.4400	144.258102	-3705.832764	194.840042	241.197769	-3159.105225	39.449226	108.016907	-3376.840820	467.026367	140.698120	-3280.882080	825.415894	-261.279724	-3403.000488	507.706421	72.363953	-3017.916260	374.175568	130.159149	-3673.896484	173.797928	109.182129	-3392.475098	451.592957	-258.940857	-3738.177490	209.536102	59.666412	-3402.828125	-106.132065	106.744469	-3604.247803	43.047573	111.578430	-3629.409668	83.317398	59.504780	-3610.900879	44.561092	101.929070	-3564.238281	68.624794	206.534439	-3273.870361	828.664063	196.732178	-3236.868896	955.594299	74.730240	-3286.612061	822.199707	196.139572	-3147.201416	790.936035	275.446716	-3149.475342	479.805084	272.370972	-3266.859619	831.912109	-87.904572	-3220.363770	452.998627	199.721680	-2804.564209	594.128906	247.199875	-3112.330078	70.168892	273.939484	-3147.492920	457.946594	-140.127426	-3154.481201	93.055252	207.381470	-2725.923828	107.953102	271.564911	-2961.268066	64.939682	266.790466	-3009.736572	63.548462	223.077026	-2956.502686	65.320702	271.807861	-2962.689941	113.641312	170.716721	-3156.100342	1318.792114	181.057953	-3159.876953	1122.569824	366.975281	-3156.147949	1329.136108	170.963135	-2959.605713	1315.023315
46	0.4500	144.039108	-3689.088867	200.123810	241.274521	-3158.463867	39.993687	107.252213	-3350.708252	465.327271	141.555359	-3266.668945	826.633789	-263.033325	-3364.682373	503.733246	85.035393	-2988.046143	383.081970	129.962051	-3653.311279	181.521347	108.454681	-3366.730957	450.299744	-259.351624	-3705.140137	205.630508	77.000565	-3388.701904	-104.851730	107.262131	-3587.744385	48.552689	111.823311	-3611.612305	89.633614	59.936127	-3593.667725	50.365814	103.070602	-3546.837646	72.784775	207.427582	-3260.034912	829.943420	197.732376	-3223.133057	956.910950	75.558517	-3272.021484	823.357727	197.781189	-3133.263184	792.361877	276.194061	-3141.384277	480.123077	273.299805	-3253.400391	833.253052	-84.838501	-3219.734375	452.310699	193.104431	-2797.043701	588.670105	247.100693	-3112.016113	70.356201	274.640106	-3139.815430	458.234253	-138.611862	-3163.443115	94.056076	197.623337	-2726.577393	101.493576	271.073456	-2960.924072	64.247589	266.433472	-3009.413086	63.146820	222.572052	-2956.287842	64.465256	271.185333	-2962.040527	112.957649	171.568298	-3141.454590	1320.387573	181.754990	-3145.236816	1124.307495	367.684204	-3140.772949	1330.562988	171.083664	-2945.111328	1316.575073
47	0.4600	143.987534	-3668.857178	205.537949	241.308014	-3157.963623	40.418556	106.606499	-3323.809082	463.944183	142.289978	-3252.578125	828.031250	-264.303680	-3324.525391	500.436554	98.932213	-2957.978271	393.124176	129.977753	-3630.825439	188.725037	107.851631	-3340.164551	449.282684	-258.706177	-3671.325928	200.898239	93.937408	-3372.485352	-102.522614	107.614990	-3567.619629	54.561893	112.022232	-3590.723145	96.094162	60.219845	-3572.847168	56.683331	104.093140	-3526.182617	77.986176	208.200012	-3246.342529	831.360229	198.704620	-3209.553467	958.375244	76.263107	-3257.532471	824.737976	199.317123	-3119.465576	793.947083	276.964996	-3134.301270	480.334045	274.110229	-3240.106689	834.688843	-81.282837	-3221.440430	451.429382	185.201447	-2790.815918	582.154724	247.052902	-3111.959473	70.579857	275.365479	-3133.106689	458.424927	-136.893448	-3172.341064	95.315514	188.263519	-2727.798828	95.817818	270.695007	-2960.838379	63.923225	266.167267	-3009.341797	63.004662	222.182846	-2956.311768	64.025124	270.711121	-2961.762451	112.637451	172.310776	-3126.944824	1322.088623	182.346603	-3130.752686	1126.143921	368.288177	-3125.441895	1332.096924	171.004318	-2930.749023	1318.208984
48	0.4700	144.163620	-3645.683594	210.539215	241.291855	-3157.587402	40.729382	106.082954	-3296.337891	462.980347	142.924011	-3238.590820	829.592896	-264.972778	-3283.104004	498.183380	113.640968	-2928.116699	404.220367	130.200607	-3606.502441	195.164795	107.375511	-3312.960205	448.627136	-257.077759	-3637.261230	195.911835	109.568657	-3353.880127	-99.262604	107.755356	-3543.988281	60.691738	112.147690	-3566.848389	102.360168	60.316753	-3548.652100	63.133648	104.853348	-3502.349365	83.841545	208.871689	-3232.750488	832.897217	199.657898	-3196.093750	959.971558	76.867188	-3243.148682	826.325500	200.722061	-3105.767578	795.675964	277.617493	-3127.666748	480.606659	274.819427	-3226.909912	836.201477	-78.282532	-3221.474854	451.625244	179.474503	-2784.657227	575.565125	247.003357	-3111.881592	70.814613	275.979462	-3126.822266	458.683960	-135.616486	-3178.443604	96.834587	181.674026	-2728.669189	90.456421	270.514679	-2960.757568	63.774170	266.029297	-3009.267090	62.979275	221.998596	-2956.272949	63.858410	270.525391	-2961.556885	112.490601	172.938065	-3112.581543	1323.870483	182.827942	-3116.437256	1128.051758	368.782227	-3110.167969	1333.714111	170.721542	-2916.528076	1319.898193
49	0.4800	144.592926	-3620.110107	214.648590	241.225647	-3157.311279	40.945843	105.680939	-3268.488525	462.526123	143.479080	-3224.685547	831.299683	-264.966797	-3240.998047	497.251038	128.764450	-2898.803711	416.248901	130.617538	-3580.429688	200.609070	107.025314	-3285.305664	448.405884	-254.670151	-3603.268555	191.127594	123.206627	-3332.562256	-95.304657	107.646469	-3517.088867	66.612457	112.174385	-3540.184814	108.136215	60.192341	-3521.392334	69.393410	105.248238	-3475.541260	89.983200	209.462051	-3219.218262	834.535950	200.601013	-3182.717529	961.680054	77.394287	-3228.870605	828.102783	201.976440	-3092.131836	797.530029	278.056458	-3121.193115	480.997620	275.444916	-3213.750244	837.772339	-76.532501	-3217.947754	453.301270	177.449585	-2777.778564	569.352295	246.911499	-3111.626465	71.033974	276.390259	-3120.681641	459.066833	-135.223969	-3180.480469	98.457932	178.911804	-2728.615234	85.137909	270.562653	-2960.539063	63.672535	266.026520	-3009.045410	62.974804	222.051392	-2956.004883	63.841366	270.665802	-2961.249512	112.390228	173.447739	-3098.373535	1325.709961	183.198608	-3102.299072	1130.003906	369.166870	-3094.965088	1335.393066	170.238190	-2902.454346	1321.620239
50	0.4900	145.265762	-3592.591553	217.492340	241.111832	-3157.108887	41.096119	105.396011	-3240.459229	462.650238	143.972916	-3210.847900	833.130737	-264.261108	-3198.766602	497.809052	143.947754	-2870.316406	429.051605	131.204285	-3552.716064	204.856689	106.795387	-3257.390381	448.672241	-251.748474	-3569.468506	186.809998	134.449081	-3308.255127	-90.926056	107.262810	-3487.236816	72.062973	112.079132	-3510.985840	113.183624	59.820583	-3491.419189	75.204239	105.222626	-3446.046875	96.091049	209.987900	-3205.713867	836.256042	201.540024	-3169.394531	963.480225	77.862167	-3214.697021	830.047180	203.068268	-3078.526367	799.487732	278.255890	-3114.790771	481.494293	276.002869	-3200.580811	839.381226	-76.212372	-3210.531250	456.312592	179.284790	-2769.940186	563.536316	246.760834	-3111.134521	71.218559	276.572021	-3114.595215	459.559906	-135.826111	-3178.284424	99.989594	180.066101	-2727.482910	79.757309	270.825653	-2960.128418	63.544601	266.145996	-3008.622314	62.936207	222.328690	-2955.452637	63.877007	271.098114	-2960.765869	112.262665	173.840973	-3084.323242	1327.582397	183.461014	-3088.338623	1131.974121	369.443695	-3079.844971	1337.110229	169.564407	-2888.529785	1323.352905
51	0.5000	146.143539	-3563.469238	218.809921	240.953033	-3156.954590	41.211868	105.219597	-3212.435791	463.393188	144.417145	-3197.062988	835.062866	-262.875854	-3156.912109	499.917236	158.889297	-2842.852295	442.446503	131.923386	-3523.478516	207.746246	106.675659	-3229.394531	449.454895	-248.579697	-3535.836426	183.036301	143.141617	-3280.769287	-86.383392	106.588181	-3454.789795	76.845657	111.838890	-3479.534180	117.321411	59.183136	-3459.093262	80.364365	104.762901	-3414.202393	101.895050	210.460983	-3192.215332	838.036011	202.478119	-3156.102783	965.349182	78.283417	-3200.625977	832.133850	203.991882	-3064.929688	801.525635	278.247742	-3108.487305	482.052368	276.504730	-3187.367920	841.009155	-77.067688	-3199.869141	460.245911	184.316223	-2761.352783	557.878906	246.556213	-3110.408447	71.359863	276.555176	-3108.589844	460.117767	-137.242218	-3172.378906	101.266006	184.630554	-2725.450928	74.337601	271.263031	-2959.523682	63.355930	266.363495	-3007.997070	62.839962	222.789474	-2954.629883	63.898453	271.750946	-2960.091553	112.073166	174.122070	-3070.429688	1329.463501	183.620926	-3074.550781	1133.935669	369.618622	-3064.817871	1338.842529	168.715530	-2874.751709	1325.076538
52	0.5100	147.167709	-3532.973877	218.444473	240.750061	-3156.825439	41.324314	105.139412	-3184.588867	464.761902	144.818695	-3183.322754	837.069092	-260.871613	-3115.877686	503.536469	173.332062	-2816.531982	456.242493	132.725266	-3492.833496	209.162827	106.651199	-3201.483887	450.752289	-245.394119	-3502.259766	179.721420	149.332397	-3250.023926	-81.865799	105.614403	-3420.113037	80.820969	111.429901	-3446.114746	120.421616	58.271889	-3424.758545	84.723175	103.885925	-3380.358154	107.177803	210.887421	-3178.708984	839.852112	203.414001	-3142.826660	967.261169	78.664459	-3186.651855	834.333313	204.747787	-3051.328369	803.617615	278.091888	-3102.373291	482.620056	276.956360	-3174.095459	842.635071	-78.629150	-3187.119629	464.611725	191.460693	-2752.473145	552.053894	246.312912	-3109.492676	71.460808	276.396973	-3102.753174	460.688751	-139.133194	-3163.675781	102.190758	191.768494	-2722.882324	68.982422	271.819611	-2958.760742	63.099697	266.648102	-3007.206787	62.684135	223.377197	-2953.596191	63.867378	272.538879	-2959.255371	111.814865	174.298477	-3056.689209	1331.328979	183.687073	-3060.926514	1135.864014	369.698364	-3049.894775	1340.567139	167.713425	-2861.116943	1326.773071
53	0.5200	148.268509	-3501.245361	216.326416	240.500946	-3156.703857	41.461578	105.140152	-3157.070068	466.729462	145.176590	-3169.622559	839.120361	-258.344299	-3076.036377	508.539795	187.064728	-2791.404297	470.247375	133.551178	-3460.887939	209.040390	106.705009	-3173.805908	452.535156	-242.373138	-3468.581299	176.663925	153.216019	-3216.038574	-77.470657	104.339966	-3383.548096	83.899773	110.831131	-3410.993164	122.406464	57.084686	-3388.721191	88.178650	102.626869	-3344.842285	111.775513	211.266846	-3165.191650	841.678589	204.340881	-3129.558838	969.188599	79.004333	-3172.770020	836.612305	205.339737	-3037.718750	805.734192	277.844269	-3096.550049	483.155090	277.357239	-3160.760254	844.236877	-80.442017	-3173.576660	468.974396	199.524811	-2743.779297	545.781738	246.044998	-3108.447266	71.533630	276.150391	-3097.183350	461.229614	-141.149246	-3153.201904	102.739365	200.542847	-2720.160889	63.825665	272.437683	-2957.889648	62.785305	266.966675	-3006.303467	62.480000	224.032013	-2952.425781	63.769165	273.381073	-2958.303467	111.497406	174.380173	-3043.092773	1333.154785	183.670471	-3047.452148	1137.735107	369.692932	-3035.084229	1342.261353	166.585419	-2847.616455	1328.423584
